pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
FF,2013-06-24,90.9,null,null,Hyun-Jin Ryu,400083,547943,field_out,hit_into_play,,5,"Andres Torres grounds out, third baseman Juan Uribe to first baseman Adrian Gonzalez.",R,R,L,LAD,SF,X,5,ground_ball,1,1,2013,0.251316667,1.861233333,0.048,2.429,null,null,null,0,4,Top,108.43,173.69,null,130624_201305,-6.239,-132.193,-6.494,4.752,32.977,-11.966,3.4,1.57,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,27,3,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
SL,2013-06-24,84.6,null,null,Hyun-Jin Ryu,400083,547943,null,called_strike,,8,null,R,R,L,LAD,SF,S,null,null,1,0,2013,-0.315091667,0.716,-0.234,2.121,null,null,null,0,4,Top,null,null,null,130624_201253,-5.742,-123.058,-3.805,-2.024,26.089,-26.625,3.57,1.64,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,2,Slider,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,88.9,null,null,Hyun-Jin Ryu,400083,547943,null,ball,,11,null,R,R,L,LAD,SF,B,null,null,0,0,2013,0.242966667,1.6018,-1.906,2.888,null,null,null,0,4,Top,null,null,null,130624_201239,-10.811,-129.022,-4.401,4.445,31.14,-15.905,3.57,1.68,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
SL,2013-06-24,84.1,null,null,Hyun-Jin Ryu,543063,547943,field_out,hit_into_play,,2,Brandon Crawford flies out to left fielder Jerry Hairston.,R,L,L,LAD,SF,X,7,fly_ball,0,1,2013,-0.409725,0.581266667,-0.203,3.233,340192,452254,467055,2,3,Top,79.32,87.35,null,130624_195625,-5.477,-122.283,-1.025,-3.063,22.777,-28.055,3.4,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,22,2,Slider,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.6,null,null,Hyun-Jin Ryu,543063,547943,null,called_strike,,2,null,R,L,L,LAD,SF,S,null,null,0,0,2013,0.327858333,1.4255,-0.228,2.881,340192,452254,467055,2,3,Top,null,null,null,130624_195606,-7.561,-133.146,-4.512,5.879,29.808,-16.825,3.44,1.61,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
CH,2013-06-24,79.4,null,null,Hyun-Jin Ryu,467055,547943,single,hit_into_play_no_out,,14,Pablo Sandoval singles on a soft ground ball to third baseman Juan Uribe.   Marco Scutaro to 3rd.    Hunter Pence to 2nd.,R,R,L,LAD,SF,X,5,ground_ball,0,1,2013,0.7718,0.899466667,1.271,2.136,null,340192,452254,2,3,Top,116.47,184.74,null,130624_195417,-4.977,-115.509,-2.443,8.786,20.827,-25.491,3.11,1.5,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0.9,null,1,0,null,21,2,Changeup,1,1,1,1,1,1,1,1,null,null
CH,2013-06-24,80.9,null,null,Hyun-Jin Ryu,467055,547943,null,foul,,12,null,R,R,L,LAD,SF,S,null,null,0,0,2013,0.634025,1.371033333,1.211,2.389,null,340192,452254,2,3,Top,null,null,null,130624_195350,-4.796,-117.688,-3.04,7.588,25.241,-20.799,3.11,1.5,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21,1,Changeup,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,93.2,null,null,Hyun-Jin Ryu,452254,547943,walk,ball,,13,Hunter Pence walks.   Marco Scutaro to 2nd.,R,R,L,LAD,SF,B,null,null,3,1,2013,0.518516667,1.501466667,-1.543,2.532,null,null,340192,2,3,Top,null,null,null,130624_195308,-11.115,-135.252,-5.985,8.639,29.029,-15.253,3.5,1.74,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0.7,null,0,0,null,20,5,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,89.2,null,null,Hyun-Jin Ryu,452254,547943,null,ball,,11,null,R,R,L,LAD,SF,B,null,null,2,1,2013,0.556091667,1.194733333,-1.476,3.323,null,null,340192,2,3,Top,null,null,null,130624_195240,-10.621,-129.487,-2.456,8.386,26.495,-20.3,3.5,1.65,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,4,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
CH,2013-06-24,80.6,null,null,Hyun-Jin Ryu,452254,547943,null,ball,,12,null,R,R,L,LAD,SF,B,null,null,1,1,2013,0.802416667,1.3223,1.42,2.707,null,null,340192,2,3,Top,null,null,null,130624_195216,-4.953,-117.247,-2.325,9.261,23.676,-21.274,3.5,1.64,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,3,Changeup,1,1,1,1,1,1,1,1,null,null
CH,2013-06-24,81.2,null,null,Hyun-Jin Ryu,452254,547943,null,ball,,14,null,R,R,L,LAD,SF,B,null,null,0,1,2013,0.710566667,1.2664,1.59,1.819,null,null,340192,2,3,Top,null,null,null,130624_195201,-4.064,-118.014,-4.1,8.397,25.503,-21.762,3.4,1.61,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,2,Changeup,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.5,null,null,Hyun-Jin Ryu,452254,547943,null,called_strike,,14,null,R,R,L,LAD,SF,S,null,null,0,0,2013,0.461458333,1.5846,0.883,2.503,null,null,340192,2,3,Top,null,null,null,130624_195145,-5.466,-133.088,-5.485,7.586,30.068,-14.875,3.57,1.65,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,92.8,null,null,Hyun-Jin Ryu,457763,547943,field_out,hit_into_play,,8,Buster Posey lines out softly to right fielder Yasiel Puig.,R,R,L,LAD,SF,X,9,line_drive,2,1,2013,0.5046,1.819666667,-0.014,2.153,null,null,340192,1,3,Top,176.71,112.45,null,130624_195103,-7.465,-134.788,-7.645,8.402,29.064,-11.289,3.58,1.6,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,19,4,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
CU,2013-06-24,74.7,null,null,Hyun-Jin Ryu,457763,547943,null,ball,,12,null,R,R,L,LAD,SF,B,null,null,1,1,2013,-0.765991667,-0.7933,1.013,3.653,null,null,340192,1,3,Top,null,null,null,130624_195044,-1.362,-108.753,3.752,-5.419,20.89,-40.314,3.37,1.54,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,3,Curveball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.4,null,null,Hyun-Jin Ryu,457763,547943,null,called_strike,,5,null,R,R,L,LAD,SF,S,null,null,1,0,2013,0.301416667,1.815366667,0.108,2.345,null,null,340192,1,3,Top,null,null,null,130624_195025,-6.55,-132.919,-6.482,5.529,29.329,-11.997,3.4,1.58,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,2,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.5,null,null,Hyun-Jin Ryu,457763,547943,null,ball,,9,null,R,R,L,LAD,SF,B,null,null,0,0,2013,0.540783333,2.213833333,0.416,1.843,null,null,340192,1,3,Top,null,null,null,130624_195007,-6.213,-132.855,-8.748,8.538,30.865,-7.213,3.4,1.64,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,92,null,null,Hyun-Jin Ryu,340192,547943,force_out,hit_into_play,,8,"Marco Scutaro grounds into a force out, third baseman Juan Uribe to second baseman Mark Ellis.   Gregor Blanco out at 2nd.    Marco Scutaro to 1st.",R,R,L,LAD,SF,X,5,ground_ball,1,2,2013,0.593666667,1.762333333,0.264,1.894,null,null,453923,0,3,Top,108.43,174.7,null,130624_194924,-6.987,-133.666,-7.646,9.342,30.839,-12.523,3.3,1.55,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,18,4,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,90.5,null,null,Hyun-Jin Ryu,340192,547943,null,foul,,4,null,R,R,L,LAD,SF,S,null,null,1,1,2013,0.660466667,1.719333333,-0.779,2.674,null,null,453923,0,3,Top,null,null,null,130624_194858,-9.293,-131.349,-5.595,9.866,29.325,-13.694,3.3,1.55,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,3,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
CH,2013-06-24,79.8,null,null,Hyun-Jin Ryu,340192,547943,null,ball,,12,null,R,R,L,LAD,SF,B,null,null,0,1,2013,1.054308333,1.1159,1.422,3.077,null,null,453923,0,3,Top,null,null,null,130624_194838,-4.978,-115.996,-1.314,11.571,22.034,-23.411,3.27,1.58,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,2,Changeup,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,90.6,null,null,Hyun-Jin Ryu,340192,547943,null,called_strike,,8,null,R,R,L,LAD,SF,S,null,null,0,0,2013,0.558875,1.952966667,-0.237,1.918,null,null,453923,0,3,Top,null,null,null,130624_194743,-7.975,-131.592,-7.813,8.595,30.21,-10.844,3.01,1.48,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.5,null,null,Hyun-Jin Ryu,453923,547943,single,hit_into_play_no_out,,4,Gregor Blanco singles on a line drive to center fielder Andre Ethier.,R,L,L,LAD,SF,X,8,line_drive,1,0,2013,0.493466667,1.716466667,-0.284,2.49,null,null,null,0,3,Top,104.42,78.31,null,130624_194640,-8.006,-132.917,-6.18,7.997,28.957,-13.201,3.11,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0.9,null,1,0,null,17,2,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,90.3,null,null,Hyun-Jin Ryu,453923,547943,null,ball,,13,null,R,L,L,LAD,SF,B,null,null,0,0,2013,0.703608333,1.960133333,-1.481,1.208,null,null,null,0,3,Top,null,null,null,130624_194615,-11.338,-130.678,-9.538,10.379,26.833,-10.808,3.04,1.48,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,93.1,null,null,Hyun-Jin Ryu,518516,547943,field_out,hit_into_play,,4,Madison Bumgarner lines out to first baseman Adrian Gonzalez.,R,R,L,LAD,SF,X,3,line_drive,2,2,2013,0.535216667,1.617566667,-0.332,2.305,null,400083,474832,2,2,Top,142.57,172.69,null,130624_193624,-8.093,-135.251,-6.784,8.862,29.001,-13.743,3.54,1.56,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,13,5,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.6,null,null,Hyun-Jin Ryu,518516,547943,null,foul,,2,null,R,R,L,LAD,SF,S,null,null,2,1,2013,0.533825,1.815366667,-0.064,2.966,null,400083,474832,2,2,Top,null,null,null,130624_193600,-7.29,-133.205,-5.412,8.536,29.795,-11.94,3.54,1.56,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,4,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91,null,null,Hyun-Jin Ryu,518516,547943,null,ball,,13,null,R,R,L,LAD,SF,B,null,null,1,1,2013,0.330641667,1.715033333,-1.658,2.109,null,400083,474832,2,2,Top,null,null,null,130624_193539,-10.211,-131.953,-7.129,5.827,28.284,-13.475,3.53,1.68,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,3,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,90,null,null,Hyun-Jin Ryu,518516,547943,null,called_strike,,11,null,R,R,L,LAD,SF,S,null,null,1,0,2013,0.4879,1.315133333,-0.835,2.854,null,400083,474832,2,2,Top,null,null,null,130624_193522,-8.538,-130.738,-4.215,7.692,27.253,-18.61,3.5,1.61,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,2,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.8,null,null,Hyun-Jin Ryu,518516,547943,null,ball,,13,null,R,R,L,LAD,SF,B,null,null,0,0,2013,0.3877,1.690666667,-1.331,2.462,null,400083,474832,2,2,Top,null,null,null,130624_193504,-9.928,-133.282,-6.464,6.736,27.073,-13.278,3.63,1.71,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
null,2013-06-24,null,null,null,Hyun-Jin Ryu,474832,547943,intent_walk,intent_ball,,null,Hyun-Jin Ryu intentionally walks Brandon Belt.,R,L,L,LAD,SF,B,null,null,3,0,2013,null,null,null,null,null,400083,null,2,2,Top,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,12,4,,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.6,null,null,Hyun-Jin Ryu,474832,547943,null,ball,,14,null,R,L,L,LAD,SF,B,null,null,2,0,2013,0.5046,1.904233333,1.398,2.014,null,400083,null,2,2,Top,null,null,null,130624_193419,-4.272,-133.124,-7.776,8.122,30.418,-10.915,3.31,1.71,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,3,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.3,null,null,Hyun-Jin Ryu,474832,547943,null,ball,,11,null,R,L,L,LAD,SF,B,null,null,1,0,2013,0.544958333,1.617566667,-1.407,2.523,null,400083,null,2,2,Top,null,null,null,130624_193402,-10.57,-132.526,-5.752,8.604,28.784,-14.535,3.31,1.68,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,2,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
FF,2013-06-24,91.4,null,null,Hyun-Jin Ryu,474832,547943,null,ball,,12,null,R,L,L,LAD,SF,B,null,null,0,0,2013,0.298633333,1.990233333,1.584,3.181,null,400083,null,2,2,Top,null,null,null,130624_193344,-2.835,-133.01,-5.225,5.476,30.564,-9.903,3.34,1.68,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,1,4-Seam Fastball,1,1,1,1,1,1,1,1,null,null
CU,2013-06-24,73.8,null,null,Hyun-Jin Ryu,400083,547943,double,hit_into_play_score,,5,"Andres Torres doubles (15) on a sharp ground ball to left fielder Jerry Hairston, deflected by third baseman Juan Uribe.   Joaquin Arias scores.",R,R,L,LAD,SF,X,5,ground_ball,1,2,2013,-1.104166667,-0.8363,0.006,2.792,null,null,435078,2,2,Top,32.13,99.4,null,130624_193245,-2.265,-107.433,2.115,-8.031,21.846,-40.395,3.4,1.57,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,1.25,null,1,1,null,11,4,Curveball,1,0,0,1,0,1,0,1,null,null
CU,2013-06-24,72.2,null,null,Hyun-Jin Ryu,400083,547943,null,called_strike,,1,null,R,R,L,LAD,SF,S,null,null,1,1,2013,-0.952475,-0.6041,-0.562,2.951,null,null,435078,2,2,Top,null,null,null,130624_193225,-3.819,-105.064,2.117,-6.539,19.394,-38.314,3.2,1.48,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,3,Curveball,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,91.5,null,null,Hyun-Jin Ryu,400083,547943,null,ball,,13,null,R,R,L,LAD,SF,B,null,null,0,1,2013,0.823291667,1.792433333,-0.943,1.59,null,null,435078,2,2,Top,null,null,null,130624_193205,-10.004,-132.649,-8.689,12.22,27.928,-12.266,3.44,1.58,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,90.5,null,null,Hyun-Jin Ryu,400083,547943,null,called_strike,,5,null,R,R,L,LAD,SF,S,null,null,0,0,2013,0.698041667,1.733666667,-0.221,2.323,null,null,435078,2,2,Top,null,null,null,130624_193148,-7.991,-131.49,-6.362,10.358,29.193,-13.457,3.5,1.61,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,1,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
SL,2013-06-24,84.5,null,null,Hyun-Jin Ryu,435078,547943,force_out,hit_into_play,,11,"Joaquin Arias grounds into a force out, shortstop Hanley Ramirez to second baseman Mark Ellis.   Hunter Pence out at 2nd.    Joaquin Arias to 1st.",R,R,L,LAD,SF,X,6,ground_ball,0,1,2013,-0.4807,0.7203,-1.026,2.707,null,null,452254,1,2,Top,119.48,168.67,null,130624_193107,-7.022,-122.877,-2.693,-3.886,22.16,-26.493,3.54,1.64,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,10,2,Slider,1,0,0,1,0,1,0,1,null,null
FT,2013-06-24,91.5,null,null,Hyun-Jin Ryu,435078,547943,null,called_strike,,4,null,R,R,L,LAD,SF,S,null,null,0,0,2013,1.009775,1.7867,-0.502,2.36,null,null,452254,1,2,Top,null,null,null,130624_193033,-9.644,-132.862,-6.727,14.545,30.087,-12.425,3.34,1.58,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,1,2-Seam Fastball,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,91.9,null,null,Hyun-Jin Ryu,467055,547943,field_out,hit_into_play,,7,Pablo Sandoval pops out to first baseman Adrian Gonzalez in foul territory.,R,R,L,LAD,SF,X,3,popup,3,1,2013,0.926275,1.828266667,-0.702,1.859,null,null,452254,0,2,Top,171.69,193.78,null,130624_192951,-9.717,-133.287,-8.087,13.602,29.519,-11.737,3.11,1.5,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,9,5,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,90.4,null,null,Hyun-Jin Ryu,467055,547943,null,called_strike,,5,null,R,R,L,LAD,SF,S,null,null,3,0,2013,0.884525,1.9286,-0.048,2.366,null,null,452254,0,2,Top,null,null,null,130624_192929,-8.291,-131.272,-6.697,12.639,29.623,-11.203,3.11,1.45,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,4,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
CH,2013-06-24,79.9,null,null,Hyun-Jin Ryu,467055,547943,null,ball,,12,null,R,R,L,LAD,SF,B,null,null,2,0,2013,1.020908333,1.329466667,1.121,3.335,null,null,452254,0,2,Top,null,null,null,130624_192910,-5.41,-116.193,-1.316,11.266,22.417,-21.355,3.21,1.48,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,3,Changeup,1,0,0,1,0,1,0,1,null,null
CH,2013-06-24,79,null,null,Hyun-Jin Ryu,467055,547943,null,ball,,12,null,R,R,L,LAD,SF,B,null,null,1,0,2013,0.711958333,1.277866667,1.43,3.217,null,null,452254,0,2,Top,null,null,null,130624_192850,-4.133,-115.104,-1.261,8.061,22.622,-22.081,3.11,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,2,Changeup,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,90.1,null,null,Hyun-Jin Ryu,467055,547943,null,ball,,13,null,R,R,L,LAD,SF,B,null,null,0,0,2013,0.698041667,1.624733333,-1.678,2.288,null,null,452254,0,2,Top,null,null,null,130624_192832,-11.527,-130.637,-6.143,10.265,27.9,-14.95,3.17,1.45,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,1,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
CU,2013-06-24,73.2,null,null,Hyun-Jin Ryu,452254,547943,single,hit_into_play_no_out,,9,Hunter Pence singles on a ground ball to left fielder Jerry Hairston.,R,R,L,LAD,SF,X,7,ground_ball,1,1,2013,-0.994225,-0.386233333,0.46,1.951,null,null,null,0,2,Top,70.28,110.44,null,130624_192734,-1.985,-106.574,-0.341,-7.064,20.168,-36.758,3.47,1.62,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0.9,null,1,0,null,8,3,Curveball,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,90.4,null,null,Hyun-Jin Ryu,452254,547943,null,called_strike,,4,null,R,R,L,LAD,SF,S,null,null,1,0,2013,0.678558333,1.5029,-0.811,2.369,null,null,null,0,2,Top,null,null,null,130624_192722,-9.609,-131.286,-5.768,10.146,27.713,-16.234,3.47,1.65,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,2,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
FF,2013-06-24,89.1,null,null,Hyun-Jin Ryu,452254,547943,null,ball,,13,null,R,R,L,LAD,SF,B,null,null,0,0,2013,0.503208333,1.746566667,-1.153,2.551,null,null,null,0,2,Top,null,null,null,130624_192710,-9.667,-129.25,-5.652,7.629,29.022,-14,3.53,1.68,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,1,4-Seam Fastball,1,0,0,1,0,1,0,1,null,null
FT,2013-06-24,90.4,null,null,Hyun-Jin Ryu,457763,547943,grounded_into_double_play,hit_into_play,,2,"Buster Posey grounds into a double play, shortstop Hanley Ramirez to second baseman Mark Ellis to first baseman Adrian Gonzalez.   Marco Scutaro out at 2nd.",R,R,L,LAD,SF,X,6,ground_ball,0,0,2013,0.670208333,1.303666667,0.197,3.08,null,null,340192,1,1,Top,109.44,159.64,null,130624_191436,-7.188,-131.436,-3.719,9.977,29.915,-18.737,3.58,1.6,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,3,1,2-Seam Fastball,0,0,0,0,0,0,0,0,null,null
SL,2013-06-24,81.4,null,null,Hyun-Jin Ryu,340192,547943,single,hit_into_play_no_out,,9,Marco Scutaro singles on a line drive to right fielder Yasiel Puig.,R,R,L,LAD,SF,X,9,line_drive,1,1,2013,-0.299783333,0.809166667,0.386,1.741,null,null,null,1,1,Top,168.67,96.39,null,130624_191400,-4.412,-118.414,-4.366,-1.738,21.207,-26.026,3.3,1.55,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0.9,null,1,0,null,2,3,Slider,0,0,0,0,0,0,0,0,null,null
FF,2013-06-24,92.2,null,null,Hyun-Jin Ryu,340192,547943,null,ball,,12,null,R,R,L,LAD,SF,B,null,null,0,1,2013,0.723091667,1.707866667,0.853,3.569,null,null,null,1,1,Top,null,null,null,130624_191346,-5.959,-134.1,-3.861,11.055,31.629,-13.122,3.23,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,null,null
FF,2013-06-24,90.3,null,null,Hyun-Jin Ryu,340192,547943,null,called_strike,,3,null,R,R,L,LAD,SF,S,null,null,0,0,2013,0.501816667,1.957266667,0.554,2.928,null,null,null,1,1,Top,null,null,null,130624_191333,-5.908,-131.31,-5.407,7.78,32.4,-11.072,3.18,1.53,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,null,null
CU,2013-06-24,75,null,null,Hyun-Jin Ryu,453923,547943,field_out,hit_into_play,,3,Gregor Blanco pops out to second baseman Mark Ellis.,R,L,L,LAD,SF,X,4,popup,1,2,2013,-0.770166667,-0.445,0.307,3.098,null,null,null,0,1,Top,132.53,163.65,null,130624_191257,-2.675,-109.277,1.527,-5.505,21.048,-37.489,3.11,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,0,null,0,0,null,1,5,Curveball,0,0,0,0,0,0,0,0,null,null
FF,2013-06-24,92.7,null,null,Hyun-Jin Ryu,453923,547943,null,foul,,1,null,R,L,L,LAD,SF,S,null,null,1,2,2013,0.705,1.801033333,-0.444,2.947,null,null,null,0,1,Top,null,null,null,130624_191234,-9.213,-134.695,-5.679,10.985,30.133,-11.653,3.11,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,4,4-Seam Fastball,0,0,0,0,0,0,0,0,null,null
FF,2013-06-24,90.8,null,null,Hyun-Jin Ryu,453923,547943,null,foul,,2,null,R,L,L,LAD,SF,S,null,null,1,1,2013,0.384916667,1.613266667,0.142,2.673,null,null,null,0,1,Top,null,null,null,130624_191208,-6.699,-131.954,-5.375,6.495,29.473,-14.802,3.11,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,null,null
FF,2013-06-24,90.6,null,null,Hyun-Jin Ryu,453923,547943,null,foul,,11,null,R,L,L,LAD,SF,S,null,null,1,0,2013,0.348733333,1.676333333,-0.973,2.409,null,null,null,0,1,Top,null,null,null,130624_191147,-9.299,-131.479,-6.148,5.988,29.713,-14.197,3.11,1.51,null,null,null,null,null,null,347890,547943,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,2,4-Seam Fastball,0,0,0,0,0,0,0,0,null,null
